Date,Location,Group,question_number,Question_text,Answer_Likert,Open-ended
11/15/2023,Uraba ,14,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,"Puede ser un riesgo, el transporte de esporas a través de vientos intercontinentales "
11/15/2023,Uraba ,14,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,De acuerdo,Lluvias intensas generan agua de correntias   e inundaciones que transportan el patógeno hacia áreas libres. 
11/15/2023,Uraba ,14,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Diseminación directa. 
11/15/2023,Uraba ,14,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,De acuerdo,Si porque todas las ‘malezas’ patógenos se hospedan y cuando el ambiente apropiado cambia migra hacia los cultivos.  
11/15/2023,Uraba ,14,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Las altas temperaturas favorecen la  resurgencia o la ampliación de la incubación de los microorganismos
11/15/2023,Uraba ,14,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,Un suelo compactado con alta retención de humedad es propicio para el desarrollo de los patógenos.
17/05/2024,Garzon,15,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"Por trasporte de semilla, ya que los cormos llevan residuos de tierra y puede ir los patógenos u hongos"
17/05/2024,Garzon,15,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Lleva la plántula puede tener patógenos y asi no presente síntomas
17/05/2024,Garzon,15,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Alta porque no hay una característica que se tome una medida de prevención 
17/05/2024,Garzon,15,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",De acuerdo,"Porque no tiene el personal el manejo de desinfección. No tienen un protocolo para densinfección vehicular, ni de equipos y herramientas"
17/05/2024,Garzon,15,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,De acuerdo,Porque en esas zonas no hay acompañamiento técnico ni seguimiento que permitan la identificación y medidas de mitigación
17/05/2024,Garzon,15,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Por la topografía y periodos de lluvia prolongados ya que las corrientes llevan el patógeno de un lugar a otro 
17/05/2024,Garzon,15,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Por falta de controles se propaga con mayor facildad los patógenos 
17/05/2024,Garzon,15,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Ni de acuerdo ni en desacuerdo,Porque en la región no comercializamos semillas de otro pais
17/05/2024,Garzon,15,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Las entidades encargadas no tienes el suficiente personal para realizar el control 
17/05/2024,Garzon,15,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,En nuestra zona tenemos presencia del picudo y la babosa
17/05/2024,Garzon,15,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Por no implementar las medidas de bioseguridad y por desconocimiento de ellas
17/05/2024,Garzon,15,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,De acuerdo,Por llegadade personal de otras regiones y por desconocimiento de protocolo
17/05/2024,Garzon,15,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,De acuerdo,si se desconoce la sintomatologia y por falta de monitoreo adecuado
17/05/2024,Garzon,15,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Ni de acuerdo ni en desacuerdo,Todos los cultivos de plátano y banano son susceptibles y se afectan independientemente de las propiedades químicas del suelo
17/05/2024,Garzon,15,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Por la existencis de microorganismos malos que afectan el cultivo
17/05/2024,Garzon,15,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,"Por lo general los patógenos son mas tolerantes a las altas temperaturas. Si son factor de afectación, pero no es tan determinante"
17/05/2024,Garzon,15,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,En desacuerdo,Por estar en zona de cordillera la presencia de tormentas no es común
17/05/2024,Garzon,15,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,Ni de acuerdo ni en desacuerdo,No hay épocas del año que los vientos son muy fuertes y pueden ser un riesgo
17/05/2024,Garzon,15,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,Se tiene épocas de gra precipitación y lluvias torrenciales por el cambio climático y las correntías que llevan partículas se suelo
17/05/2024,Garzon,15,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,De acuerdo,En ciertas zonas planas se requiere hacer drenajes que pueden ser un factor de riesgo
17/05/2024,Garzon,15,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,De acuerdo,porque tenemos otras especies que tienen la presencia del hongo pero no la sintomatogía 
17/05/2024,Garzon,15,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Porque genera cambios en lluvias, temperaturas y han variado por los cambios bruscos genera susceptibilidad a las plantas"
17/05/2024,Garzon,15,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,Los contenidos de minerales y la textura del suelo pueden favorecer el desarrollo del hongo y su diseminación
17/05/2024,Garzon,16,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"Cuando se trae sustrato de un lado para realizar el vivero. En el lote por el movimiento de equipos, maquinaria, personal (trabajadores)"
17/05/2024,Garzon,16,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Si se llevan semialla contaminada a lotes nuevos se puede contaminar plantaciones sanas
17/05/2024,Garzon,16,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Son riesgosas debido a que por ser asintomáticas tienen la enfermedad
17/05/2024,Garzon,16,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",De acuerdo,Causada por herramientas manuales no desinfectadas predisponen a contaminar. No hay cultura de desinfección de herramientas por parte de los agricultores
17/05/2024,Garzon,16,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,De acuerdo,Se impide porque no hay facilidad del acceso. Se es remota dificulta el acceso a la información 
17/05/2024,Garzon,16,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Ni de acuerdo ni en desacuerdo,Por las condiciones geográficas del departamento del Huila no hay presencia de distritos de riegos para plantaciones de plátano 
17/05/2024,Garzon,16,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,"Si se puede transportar en la ropa, botas de los seres humanos"
17/05/2024,Garzon,16,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Se puede traer material vegetal contaminado de varios partes del mundo
17/05/2024,Garzon,16,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,"No las tienen en cunta los agricultores, tienen desconocimientos. No hay suficiente personal del ente regulador"
17/05/2024,Garzon,16,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,El picudo 
17/05/2024,Garzon,16,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo, Falta de tecnificación del cultivo y cultura de los agricultores
17/05/2024,Garzon,16,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,"Las personas pueden ser vectores, pueden introducir el Foc R4t"
17/05/2024,Garzon,16,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,No hay el suficiente personal técnico para hacer el monitoreo y los pocos que hay no les alcanza el tiempo
17/05/2024,Garzon,16,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,"Estamos en zonas de suelos ácidos, andisoles que predisponen a que se desarrolle la enfermedad"
17/05/2024,Garzon,16,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Si hay desbalance de microorganismod puede ocasionar epidemias de FOC R4T
17/05/2024,Garzon,16,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Se crean condiciones óptimas para el desarrollo de la enfermedad por incrementos de temperatura
17/05/2024,Garzon,16,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Altas precipitaciones aumenta incidencia de las enfermedades
17/05/2024,Garzon,16,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,En desacuerdo,Es un patógeno del suelo. No hay riesgo que el viento sea vector de diseminación 
17/05/2024,Garzon,16,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,De acuerdo,Si de acuerdo puede ser transportado el patógeno por escorrentía 
17/05/2024,Garzon,16,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Si es factor de riesgo debido a la conexión para evacuar agua
17/05/2024,Garzon,16,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Heliconias, solanaceas, passifloras, lauraceas pueden ser hospederos"
17/05/2024,Garzon,16,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"es un factor de riesgo alto para el desarrollo de epidemias de R4T por precipitaciones, temperaturas"
17/05/2024,Garzon,16,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,"un suelo compactado , arcilloso, puede afectar el desarrollo de las epidemias de Foc R4T"
17/05/2024,Garzon,17,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Es un factor de riesgo alto. Cuando se moviliza semilla propagada en sustrato suelo
17/05/2024,Garzon,17,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,La movilización de material vegetal es la mayor fuente de propagación 
17/05/2024,Garzon,17,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,No se conoce la sintamatología y puede ser que se propague de estas plantas
17/05/2024,Garzon,17,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,No tenemos cultura de desinfección en las plantaciones
17/05/2024,Garzon,17,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,Hace falta conocimiento de la sintomatología de la enfermedad
17/05/2024,Garzon,17,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Factor altísimo de riesgo
17/05/2024,Garzon,17,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Es el mayor factor de riesgo de propagación de la enfermedad
17/05/2024,Garzon,17,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Ese fue el origen de la enfermedad en Colombia
17/05/2024,Garzon,17,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Son muy deficientes las campañas en prevención 
17/05/2024,Garzon,17,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,No se have buen control de vectores
17/05/2024,Garzon,17,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Desconocimiento de BPA y bioseguridad
17/05/2024,Garzon,17,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,Alta al existir flujos migratorios asociados
17/05/2024,Garzon,17,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,Desconocimiento de los síntomas y regulación 
17/05/2024,Garzon,17,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,No se realizan planes nutricionales
17/05/2024,Garzon,17,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,No conocemos la biología del suelo
17/05/2024,Garzon,17,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Conocemos que afecta pero no sabemos de el nivel de influencia sobre la enfermedad
17/05/2024,Garzon,17,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,No es tan relevante
17/05/2024,Garzon,17,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,No es tan relevante
17/05/2024,Garzon,17,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,En épocas muy lluviosas
17/05/2024,Garzon,17,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,NA
17/05/2024,Garzon,17,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,No conocemos los hospedantes alternativos
17/05/2024,Garzon,17,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Ni de acuerdo ni en desacuerdo,Se puede disparar por los cambios intempestivos de los factores climáticos
17/05/2024,Garzon,17,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,De acuerdo,En suelos arcillosos con deficinetes drenaje
24/05/2024,Valle del Cauca,18,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"Movimiento de suelo en botas, no limpieza y desinfección de pediluvios, movimiento de retroexcavadora, conciencia del personal trabajador, ingreso de intermediarios para cosecha sin desinfección, uso suelo como sustrato para producción de material de siembra."
24/05/2024,Valle del Cauca,18,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,"Compra a vecinos sin revisión procesos de manejo, compra informal fincas vivero sin registro, traslado movimiento de plantas, compra de material en zonas infectadas como Magdalena y la guajira."
24/05/2024,Valle del Cauca,18,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,"Factor de riesgo alto a la vista no puedes determinar, desconocimiento de que realizar el estudio de laboratorio de las semillas es más económico que sembrarlas así"
24/05/2024,Valle del Cauca,18,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,"hola movimiento del hongo patógeno entre plantas y fincas siendo el fusarium habitante natural del suelo, falta cultura en bioseguridad"
24/05/2024,Valle del Cauca,18,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,"falta de monitoreo y toma de muestras, prevención y tratamiento. Difícil acceso de las instituciones. Falta de cultura en bioseguridad."
24/05/2024,Valle del Cauca,18,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,En esta se dispersa el hongo patógeno
24/05/2024,Valle del Cauca,18,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,"falta cultura, inherente."
24/05/2024,Valle del Cauca,18,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Falta de cultura y falta de control gubernamental.
24/05/2024,Valle del Cauca,18,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Educación eficaz que permita al campesino tomar conciencia. Falta de cultura y bioseguridad. Miedo a la afectación económica
24/05/2024,Valle del Cauca,18,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,falta de cultura y bioseguridad
24/05/2024,Valle del Cauca,18,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,"es un riesgo alto, falta capacidad de las instituciones para realizar el descubrimiento. Falta de articulación entre instituciones para brindarle educación que se convierta en atractiva para la comunidad"
24/05/2024,Valle del Cauca,18,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,"difícil control, generar cultura."
24/05/2024,Valle del Cauca,18,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,Para el hongo r 4 t no hay educación que permita generar compromiso de los agricultores
24/05/2024,Valle del Cauca,18,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,Que predispone el desarrollo de la enfermedad. Educación.
24/05/2024,Valle del Cauca,18,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Total
24/05/2024,Valle del Cauca,18,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,puedes generar condiciones ideales para que progrese el patógeno. Cultura
24/05/2024,Valle del Cauca,18,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,arrastra el patógeno y movimiento de la Tierra y las escorrentías
24/05/2024,Valle del Cauca,18,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,dispersan las esporas
24/05/2024,Valle del Cauca,18,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,igual que las tormentas y las escorrentías
24/05/2024,Valle del Cauca,18,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,"igual que las lluvias. Es correntías, tormentas, etcétera. Transportan el hongo patógeno"
24/05/2024,Valle del Cauca,18,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,NA,si existen malezas hospederas del patógeno que deben realizarse manejo y control para mermar el inóculo de la enfermedad
24/05/2024,Valle del Cauca,18,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Igual que el cambio de temperatura y el cambio de condiciones climáticas pueden ser un factor determinante
24/05/2024,Valle del Cauca,18,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,porque pueden generar condiciones para la diseminación de la enfermedad
24/05/2024,Valle del Cauca,19,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Por considerarse el hongo o habitante natural del suelo es muy susceptible a su diseminación a través de maquinaria agrícola suelos naturales empleados para sustrato falta de desinfección calzado y herramientas
24/05/2024,Valle del Cauca,19,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,movimiento de material vegetal de propagación sin trazabilidad de su origen predios y yo viveros no registrados. Manejo informal de los productores
24/05/2024,Valle del Cauca,19,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,riesgo total en la dispersión de la enfermedad evitar la buscando la trazabilidad del origen de la semilla para detectar sintomatología de la enfermedad
24/05/2024,Valle del Cauca,19,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,por ser habitante del suelo un alto factor de incidencia para su diseminació. Bajo control en desinfección.
24/05/2024,Valle del Cauca,19,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,sí porque se desconoce la sintomatología para la identificación del problema sanitario
24/05/2024,Valle del Cauca,19,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Es un factor de alto riesgo porque en la parte plana el suministro de agua es por goteo y en ladera por escorrentía
24/05/2024,Valle del Cauca,19,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Es muy alto por la baja disponibilidad de material vegetal certificado para atender las necesidades actuales
24/05/2024,Valle del Cauca,19,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,hoy de acuerdo por la parte informal a pesar de existir controles en la formalidad
24/05/2024,Valle del Cauca,19,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,hoy medidas de control ineficaces con bajo impacto facilitan la dispersión en la enfermedad se incrementa el desconocimiento del destino del material (riesgo)
24/05/2024,Valle del Cauca,19,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,alto por la gran diversidad de fauna (insectos y otras especies) plagas y benéficos que podrían ser vectores. Reales y potenciales
24/05/2024,Valle del Cauca,19,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,el protocolo está por construir en el área de bioseguridad. Medidas de regulación y control que soporten este aspecto
24/05/2024,Valle del Cauca,19,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,el tránsito de población Flotante permanente es factor de dispersión de la enfermedad por desconocimiento y algunos sin conciencia del daño futuro
24/05/2024,Valle del Cauca,19,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,hola sí porque el desconocimiento del monitoreo o su permanente seguimiento de acuerdo al protocolo lo hace ineficaz
24/05/2024,Valle del Cauca,19,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy en desacuerdo,para proyecto de plátano consideramos que no está clara la pregunta
24/05/2024,Valle del Cauca,19,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,cuando el suelo es rico en microorganismos antagónicos la enfermedad tiene una incidencia baja (diversidad)
24/05/2024,Valle del Cauca,19,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Ni de acuerdo ni en desacuerdo,"es relativo porque habría que ser específico En temperatura o ambiente o suelo. Sería importante tener en cuenta tipo de suelo, ph, humedad"
24/05/2024,Valle del Cauca,19,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Es correntía como factor de dispersión es viable para ampliar el foco de la enfermedad. Su frecuencia es baja para esta región
24/05/2024,Valle del Cauca,19,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,de acuerdo cuando el hongo está en la fase de esporulación.
24/05/2024,Valle del Cauca,19,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,De acuerdo,Hoy la precipitación da condiciones propicias en ambiente para su diseminación
24/05/2024,Valle del Cauca,19,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,malos drenajes inducen microclimas en el suelo que propician el establecimiento de la enfermedad
24/05/2024,Valle del Cauca,19,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,la gran mayoría de las malezas asociadas a cultivos de plátano son hospederas alternas para el patógeno
24/05/2024,Valle del Cauca,19,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,cualquier actividad asociada a fito mejoramiento contempla las modificaciones del cambio climático
24/05/2024,Valle del Cauca,19,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,De acuerdo,unos suelos con propiedades físicas no ideales favorecen la incidencia de la enfermedad
24/05/2024,Valle del Cauca,20,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,La movilidad de material vegetal con sustrato hace que sea más la incidencia de la enfermedad
24/05/2024,Valle del Cauca,20,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,La contaminación más directa que tenemos
24/05/2024,Valle del Cauca,20,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,por temas de desconocimiento
24/05/2024,Valle del Cauca,20,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,la falta de limpieza y desinfección son un factor de riesgo
24/05/2024,Valle del Cauca,20,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,la falta de acceso y el desconocimiento hacen que la enfermedad se multiplique más rápido. Visita de monitoreo y equipos tecnológicos que no están al alcance de las regiones más apartadas
24/05/2024,Valle del Cauca,20,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Es uno de los factores que no podemos controlar debido a que es externo al manejo de las unidades productivas. Las aguas de escorrentía aguas subterráneas son un factor limitante. Canales de riego que pasen por una finca a otra.
24/05/2024,Valle del Cauca,20,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Es el factor de mayor riesgo y directa porque lleva el hongo en el material vegetal
24/05/2024,Valle del Cauca,20,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,hoy sí se hace de la forma legal no hay posibilidad de pasar la enfermedad pero la mayoría de material entra de manera ilegal sin ningún control alguno
